1.0.0.230#哥斯达黎加-圣荷西 558ms
104.21.26.63#英国-伦敦 219ms
104.21.40.232#英国-伦敦 202ms
104.21.39.235#英国-伦敦 209ms
104.21.36.251#英国-伦敦 209ms
104.21.43.42#英国-伦敦 203ms
104.21.37.148#英国-伦敦 209ms
104.21.44.51#英国-伦敦 229ms
104.21.25.7#英国-伦敦 228ms
104.21.35.98#英国-伦敦 210ms
104.21.46.38#英国-伦敦 203ms
104.21.29.22#英国-伦敦 231ms
104.21.45.236#英国-伦敦 204ms
104.21.59.160#英国-伦敦 176ms
104.21.57.73#英国-伦敦 186ms
104.21.64.96#英国-伦敦 175ms
104.21.50.28#英国-伦敦 207ms
104.21.66.76#英国-伦敦 185ms
104.21.65.73#英国-伦敦 187ms
104.21.54.47#英国-伦敦 211ms
104.21.56.3#英国-伦敦 206ms
104.21.63.213#英国-伦敦 201ms
104.21.62.121#英国-伦敦 201ms
104.21.61.227#英国-伦敦 204ms
104.21.53.229#英国-伦敦 201ms
104.21.47.157#英国-伦敦 243ms
104.21.58.85#英国-伦敦 207ms
104.21.60.159#英国-伦敦 234ms
104.21.72.56#英国-伦敦 186ms
104.21.71.179#英国-伦敦 203ms
104.21.68.146#英国-伦敦 207ms
104.21.69.201#英国-伦敦 229ms
104.21.70.228#英国-伦敦 227ms
104.21.75.98#英国-伦敦 201ms
104.21.77.112#英国-伦敦 214ms
104.21.74.78#英国-伦敦 214ms
104.21.79.123#英国-伦敦 210ms
104.21.82.48#英国-伦敦 210ms
104.21.85.133#英国-伦敦 214ms
104.21.80.97#英国-伦敦 210ms
104.21.84.199#英国-伦敦 205ms
104.21.81.38#英国-伦敦 216ms
104.21.103.248#英国-伦敦 181ms
104.21.98.188#英国-伦敦 195ms
104.21.73.4#英国-伦敦 235ms
104.21.92.86#英国-伦敦 220ms
104.21.97.68#英国-伦敦 207ms
104.21.109.62#英国-伦敦 177ms
104.21.94.159#英国-伦敦 219ms
104.21.95.175#英国-伦敦 219ms
104.21.91.255#英国-伦敦 220ms
104.21.93.92#英国-伦敦 220ms
104.21.78.57#英国-伦敦 233ms
104.21.76.255#英国-伦敦 234ms
104.21.96.246#英国-伦敦 219ms
104.21.102.156#英国-伦敦 207ms
104.21.88.136#英国-伦敦 237ms
104.21.108.124#英国-伦敦 199ms
104.21.114.53#英国-伦敦 189ms
104.21.112.110#英国-伦敦 198ms
104.21.106.55#英国-伦敦 218ms
104.21.119.156#英国-伦敦 177ms
104.21.110.92#英国-伦敦 212ms
104.21.99.149#英国-伦敦 236ms
104.21.101.138#英国-伦敦 235ms
104.21.127.181#英国-伦敦 176ms
104.21.113.154#英国-伦敦 212ms
104.21.107.90#英国-伦敦 229ms
104.21.118.10#英国-伦敦 199ms
104.21.121.244#英国-伦敦 200ms
104.21.120.23#英国-伦敦 210ms
104.21.125.210#英国-伦敦 199ms
104.21.111.28#英国-伦敦 226ms
104.21.116.207#英国-伦敦 224ms
104.21.122.237#英国-伦敦 204ms
104.21.124.116#英国-伦敦 204ms
104.21.117.148#英国-伦敦 228ms
104.21.126.85#英国-伦敦 227ms
104.21.197.220#英国-伦敦 178ms
104.21.196.184#英国-伦敦 197ms
104.21.198.151#英国-伦敦 200ms
104.21.192.71#英国-伦敦 207ms
104.21.203.31#英国-伦敦 182ms
104.21.205.229#英国-伦敦 179ms
104.21.225.22#美国-洛杉矶 145ms
104.21.200.75#英国-伦敦 211ms
104.21.206.14#英国-伦敦 199ms
104.21.211.134#英国-伦敦 183ms
104.21.224.198#美国-洛杉矶 172ms
104.21.202.205#英国-伦敦 235ms
104.21.226.60#美国-洛杉矶 164ms
104.21.218.227#英国-伦敦 190ms
104.21.221.121#英国-伦敦 178ms
104.21.210.240#英国-伦敦 200ms
104.21.215.17#英国-伦敦 202ms
104.21.201.156#英国-伦敦 230ms
104.21.227.239#美国-洛杉矶 163ms
104.21.213.88#英国-伦敦 212ms
104.21.217.51#英国-伦敦 214ms
104.21.207.254#英国-伦敦 216ms
104.21.219.104#英国-伦敦 201ms
104.21.208.8#英国-伦敦 233ms
104.21.216.213#英国-伦敦 225ms
104.21.212.22#英国-伦敦 231ms
104.21.222.4#英国-伦敦 227ms
104.21.223.249#英国-伦敦 227ms
104.21.204.232#英国-伦敦 194ms
104.21.228.224#美国-洛杉矶 161ms
104.21.233.254#美国-洛杉矶 152ms
104.21.231.60#美国-洛杉矶 160ms
104.21.229.49#美国-洛杉矶 165ms
104.21.232.142#美国-洛杉矶 159ms
104.21.230.248#美国-洛杉矶 173ms
104.21.237.59#美国-洛杉矶 146ms
104.21.236.39#美国-洛杉矶 167ms
104.21.235.148#美国-洛杉矶 168ms
104.21.234.161#美国-洛杉矶 168ms
104.21.239.73#美国-洛杉矶 172ms
104.21.238.126#美国-洛杉矶 175ms
104.22.0.204#美国-阿什本 217ms
104.22.2.218#美国-阿什本 200ms
104.22.1.1#美国-阿什本 213ms
104.22.4.202#美国-阿什本 221ms
104.22.3.146#美国-阿什本 225ms
104.22.5.95#美国-阿什本 224ms
104.22.6.44#美国-阿什本 247ms
104.22.19.137#中国香港-香港 176ms
104.22.20.17#中国香港-香港 176ms
104.22.25.6#中国香港-香港 184ms
104.22.16.185#中国香港-香港 185ms
104.22.22.116#中国香港-香港 176ms
104.22.21.101#中国香港-香港 185ms
104.22.17.57#中国香港-香港 185ms
104.22.31.58#中国香港-香港 172ms
104.22.29.232#中国香港-香港 176ms
104.22.18.238#中国香港-香港 193ms
104.22.24.240#中国香港-香港 187ms
104.22.27.31#中国香港-香港 189ms
104.22.26.248#中国香港-香港 194ms
104.22.9.185#美国-阿什本 214ms
104.22.12.162#美国-阿什本 210ms
104.22.14.91#美国-阿什本 210ms
104.22.13.46#美国-阿什本 209ms
104.22.8.58#美国-阿什本 241ms
104.22.10.92#美国-阿什本 227ms
104.22.32.132#美国-阿什本 203ms
104.22.52.211#中国香港-香港 164ms
104.22.58.242#中国香港-香港 164ms
104.22.56.45#中国香港-香港 166ms
104.22.48.121#中国香港-香港 164ms
104.22.49.101#中国香港-香港 167ms
104.22.54.196#中国香港-香港 168ms
104.22.15.172#美国-阿什本 241ms
104.22.39.5#美国-阿什本 204ms
104.22.43.55#美国-阿什本 202ms
104.22.40.168#美国-阿什本 207ms
104.22.33.12#美国-阿什本 234ms
104.22.35.29#美国-阿什本 222ms
104.22.51.181#中国香港-香港 187ms
104.22.60.155#中国香港-香港 184ms
104.22.57.131#中国香港-香港 187ms
104.22.50.159#中国香港-香港 200ms
104.22.63.216#中国香港-香港 185ms
104.22.53.53#中国香港-香港 200ms
104.22.41.252#美国-阿什本 231ms
104.22.59.96#中国香港-香港 209ms
104.22.42.197#美国-阿什本 231ms
104.22.38.63#美国-阿什本 244ms
104.22.34.247#美国-阿什本 257ms
104.22.47.184#美国-阿什本 224ms
104.22.44.249#美国-阿什本 243ms
104.22.67.125#美国-阿什本 195ms
104.22.46.41#美国-阿什本 249ms
104.22.62.55#中国香港-香港 224ms
104.22.65.21#美国-阿什本 216ms
104.22.66.63#美国-阿什本 216ms
104.22.72.49#美国-阿什本 211ms
104.22.71.102#美国-阿什本 216ms
104.22.64.156#美国-阿什本 233ms
104.22.73.65#美国-阿什本 223ms
104.22.76.43#美国-阿什本 223ms
104.22.69.32#美国-阿什本 226ms
104.22.77.25#美国-阿什本 236ms
104.22.68.105#美国-阿什本 245ms
104.22.74.105#美国-阿什本 236ms
104.22.75.83#美国-阿什本 241ms
104.23.102.181#美国-阿什本 221ms
104.23.103.44#美国-阿什本 222ms
104.23.98.106#美国-阿什本 234ms
104.23.106.106#美国-阿什本 212ms
104.23.97.30#美国-阿什本 239ms
104.23.105.213#美国-阿什本 229ms
104.23.101.38#美国-阿什本 237ms
104.23.100.181#美国-阿什本 235ms
104.23.99.183#美国-阿什本 241ms
104.23.104.122#美国-阿什本 242ms
104.23.96.71#美国-阿什本 254ms
104.23.113.88#美国-阿什本 209ms
104.23.111.170#美国-阿什本 217ms
104.23.108.52#美国-阿什本 204ms
104.23.112.192#美国-阿什本 215ms
104.23.114.19#美国-阿什本 219ms
104.23.110.74#美国-阿什本 223ms
104.23.119.35#美国-阿什本 215ms
104.23.115.120#美国-阿什本 228ms
104.23.122.102#美国-阿什本 219ms
104.23.120.20#美国-阿什本 219ms
104.23.118.185#美国-阿什本 232ms
104.23.117.133#美国-阿什本 232ms
104.23.109.27#美国-阿什本 253ms
104.23.116.29#美国-阿什本 245ms
104.23.121.130#美国-阿什本 257ms
104.23.126.121#美国-阿什本 202ms
104.23.125.32#美国-阿什本 206ms
104.23.132.167#美国-阿什本 200ms
104.23.128.62#美国-阿什本 215ms
104.23.124.181#美国-阿什本 222ms
104.23.131.222#美国-阿什本 204ms
104.23.127.226#美国-阿什本 223ms
104.23.135.111#美国-阿什本 205ms
104.23.130.186#美国-阿什本 225ms
104.23.134.113#美国-阿什本 201ms
104.23.137.132#美国-阿什本 206ms
104.23.133.61#美国-阿什本 215ms
104.23.136.224#美国-阿什本 212ms
104.23.129.91#美国-阿什本 245ms
104.23.140.243#美国-阿什本 214ms
104.23.139.0#美国-阿什本 226ms
104.23.138.16#美国-阿什本 230ms
104.23.142.242#美国-阿什本 215ms
104.23.141.47#美国-阿什本 235ms
104.23.143.201#美国-阿什本 244ms
104.24.3.175#美国-阿什本 205ms
104.24.0.155#美国-阿什本 226ms
104.24.2.132#美国-阿什本 226ms
104.24.4.88#美国-阿什本 210ms
104.24.1.6#美国-阿什本 235ms
104.24.6.147#美国-阿什本 210ms
104.24.8.140#美国-阿什本 210ms
104.24.19.55#美国-阿什本 196ms
104.24.5.90#美国-阿什本 245ms
104.24.11.50#美国-阿什本 221ms
104.24.18.200#美国-阿什本 200ms
104.24.13.13#美国-阿什本 215ms
104.24.15.50#美国-阿什本 214ms
104.24.12.212#美国-阿什本 215ms
104.24.14.83#美国-阿什本 215ms
104.24.17.130#美国-阿什本 200ms
104.24.7.145#美国-阿什本 228ms
104.24.10.47#美国-阿什本 228ms
104.24.16.194#美国-阿什本 224ms
104.24.20.249#美国-阿什本 211ms
104.24.9.60#美国-阿什本 228ms
104.24.24.115#美国-阿什本 219ms
104.24.26.253#美国-阿什本 219ms
104.24.29.251#美国-阿什本 201ms
104.24.23.247#美国-阿什本 231ms
104.24.30.253#美国-阿什本 201ms
104.24.32.133#美国-阿什本 204ms
104.24.34.38#美国-阿什本 208ms
104.24.46.218#美国-阿什本 202ms
104.24.37.65#美国-阿什本 227ms
104.24.44.37#美国-阿什本 207ms
104.24.35.184#美国-阿什本 227ms
104.24.33.233#美国-阿什本 227ms
104.24.56.79#美国-阿什本 196ms
104.24.38.224#美国-阿什本 211ms
104.24.52.158#美国-阿什本 214ms
104.24.40.159#美国-阿什本 227ms
104.24.47.138#美国-阿什本 225ms
104.24.43.239#美国-阿什本 226ms
104.24.48.179#美国-阿什本 224ms
104.24.42.101#美国-阿什本 229ms
104.24.63.176#美国-阿什本 216ms
104.24.31.250#美国-阿什本 260ms
104.24.62.250#美国-阿什本 216ms
104.24.36.75#美国-阿什本 253ms
104.24.65.22#美国-阿什本 201ms
104.24.54.183#美国-阿什本 229ms
104.24.55.250#美国-阿什本 229ms
104.24.74.0#美国-阿什本 205ms
104.24.51.90#美国-阿什本 242ms
104.24.58.218#美国-阿什本 225ms
104.24.60.174#美国-阿什本 228ms
104.24.41.95#美国-阿什本 251ms
104.24.59.97#美国-阿什本 225ms
104.24.71.167#美国-阿什本 209ms
104.24.64.142#美国-阿什本 228ms
104.24.72.203#美国-阿什本 211ms
104.24.68.243#美国-阿什本 218ms
104.24.70.196#美国-阿什本 217ms
104.24.67.18#美国-阿什本 221ms
104.24.76.188#美国-阿什本 210ms
104.24.49.17#美国-阿什本 253ms
104.24.75.109#美国-阿什本 217ms
104.24.79.23#美国-阿什本 217ms
104.24.78.67#美国-阿什本 218ms
104.24.61.97#美国-阿什本 258ms
104.24.84.107#美国-阿什本 203ms
104.24.81.210#美国-阿什本 203ms
104.24.80.0#美国-阿什本 206ms
104.24.82.26#美国-阿什本 210ms
104.24.77.23#美国-阿什本 230ms
104.24.73.252#美国-阿什本 259ms
104.24.86.100#美国-阿什本 223ms
104.24.88.108#美国-阿什本 204ms
104.24.85.226#美国-阿什本 224ms
104.24.89.59#美国-阿什本 217ms
104.24.91.16#美国-阿什本 213ms
104.24.83.166#美国-阿什本 251ms
104.24.90.17#美国-阿什本 213ms
104.24.87.186#美国-阿什本 234ms
104.24.92.83#美国-阿什本 210ms
104.24.93.150#美国-阿什本 224ms
104.24.95.139#美国-阿什本 203ms
104.24.53.168#美国-阿什本 229ms
104.24.94.48#美国-阿什本 252ms
104.24.128.183#美国-阿什本 201ms
104.24.129.183#美国-阿什本 204ms
104.24.135.98#美国-阿什本 200ms
104.24.137.218#美国-阿什本 202ms
104.24.131.41#美国-阿什本 214ms
104.24.130.118#美国-阿什本 214ms
104.24.139.95#美国-阿什本 204ms
104.24.133.93#美国-阿什本 214ms
104.24.147.141#美国-阿什本 200ms
104.24.148.20#美国-阿什本 206ms
104.24.142.217#美国-阿什本 204ms
104.24.141.223#美国-阿什本 217ms
104.24.150.225#美国-阿什本 205ms
104.24.144.71#美国-阿什本 212ms
104.24.140.194#美国-阿什本 226ms
104.24.134.139#美国-阿什本 233ms
104.24.132.14#美国-阿什本 247ms
104.24.146.16#美国-阿什本 221ms
104.24.155.172#美国-阿什本 218ms
104.24.157.42#美国-阿什本 218ms
104.24.152.243#美国-阿什本 219ms
104.24.159.142#美国-阿什本 216ms
104.24.153.210#美国-阿什本 218ms
104.24.154.229#美国-阿什本 221ms
104.24.160.222#美国-阿什本 220ms
104.24.149.108#美国-阿什本 237ms
104.24.166.90#美国-阿什本 207ms
104.24.164.58#美国-阿什本 213ms
104.24.165.105#美国-阿什本 212ms
104.24.163.211#美国-阿什本 217ms
104.24.151.159#美国-阿什本 239ms
104.24.158.8#美国-阿什本 226ms
104.24.161.176#美国-阿什本 231ms
104.24.162.0#美国-阿什本 228ms
104.24.167.120#美国-阿什本 219ms
104.24.156.103#美国-阿什本 245ms
104.24.169.57#美国-阿什本 228ms
104.24.171.31#美国-阿什本 204ms
104.24.145.222#美国-阿什本 269ms
104.24.168.213#美国-阿什本 233ms
104.24.172.249#美国-阿什本 208ms
104.24.174.64#美国-阿什本 215ms
104.24.177.109#美国-阿什本 203ms
104.24.170.231#美国-阿什本 245ms
104.24.175.28#美国-阿什本 224ms
104.24.176.89#美国-阿什本 219ms
104.24.180.253#美国-阿什本 195ms
104.24.182.238#美国-阿什本 203ms
104.24.183.65#美国-阿什本 203ms
104.24.181.34#美国-阿什本 224ms
104.24.179.0#美国-阿什本 231ms
104.24.178.126#美国-阿什本 256ms
104.24.184.167#美国-阿什本 213ms
104.24.186.230#美国-阿什本 203ms
104.24.185.240#美国-阿什本 213ms
104.24.188.182#美国-阿什本 205ms
104.24.191.172#美国-阿什本 206ms
104.24.192.8#美国-阿什本 223ms
104.24.195.109#美国-阿什本 201ms
104.24.194.197#美国-阿什本 224ms
104.24.193.39#美国-阿什本 224ms
104.24.189.123#美国-阿什本 236ms
104.24.200.89#美国-阿什本 211ms
104.24.196.39#美国-阿什本 219ms
104.24.197.47#美国-阿什本 229ms
104.24.207.42#美国-阿什本 199ms
104.24.198.111#美国-阿什本 226ms
104.24.201.207#美国-阿什本 218ms
104.24.206.188#美国-阿什本 205ms
104.24.203.249#美国-阿什本 217ms
104.24.205.102#美国-阿什本 215ms
104.24.209.125#美国-阿什本 204ms
104.24.210.82#美国-阿什本 205ms
104.24.213.39#美国-阿什本 210ms
104.24.199.74#美国-阿什本 237ms
104.24.202.191#美国-阿什本 233ms
104.24.220.34#美国-阿什本 204ms
104.24.219.255#美国-阿什本 208ms
104.24.212.213#美国-阿什本 219ms
104.24.214.253#美国-阿什本 210ms
104.24.221.26#美国-阿什本 204ms
104.24.218.36#美国-阿什本 209ms
104.24.204.139#美国-阿什本 232ms
104.24.211.204#美国-阿什本 231ms
104.24.208.112#美国-阿什本 231ms
104.24.224.166#美国-阿什本 215ms
104.24.222.210#美国-阿什本 217ms
104.24.225.66#美国-阿什本 215ms
104.24.217.241#美国-阿什本 223ms
104.24.215.218#美国-阿什本 246ms
104.24.216.198#美国-阿什本 244ms
104.24.231.170#美国-阿什本 221ms
104.24.238.214#美国-阿什本 200ms
104.24.232.20#美国-阿什本 221ms
104.24.229.25#美国-阿什本 230ms
104.24.230.236#美国-阿什本 230ms
104.24.235.64#美国-阿什本 216ms
104.24.234.54#美国-阿什本 223ms
104.24.240.218#美国-阿什本 203ms
104.24.239.207#美国-阿什本 203ms
104.24.241.214#美国-阿什本 208ms
104.24.226.152#美国-阿什本 258ms
104.24.233.188#美国-阿什本 235ms
104.24.227.24#美国-阿什本 257ms
104.24.242.11#美国-阿什本 214ms
104.24.237.109#美国-阿什本 234ms
104.24.236.123#美国-阿什本 246ms
104.24.243.241#美国-阿什本 226ms
104.24.246.223#美国-阿什本 220ms
104.24.245.198#美国-阿什本 221ms
104.24.248.220#美国-阿什本 204ms
104.24.247.203#美国-阿什本 204ms
104.24.252.217#美国-阿什本 216ms
104.24.250.231#美国-阿什本 216ms
104.24.254.247#美国-阿什本 216ms
104.25.1.155#美国-阿什本 203ms
104.25.0.94#美国-阿什本 227ms
104.24.251.109#美国-阿什本 237ms
104.25.5.249#美国-阿什本 209ms
104.25.2.198#美国-阿什本 214ms
104.25.4.230#美国-阿什本 225ms
104.25.6.20#美国-阿什本 225ms
104.25.3.46#美国-阿什本 225ms
104.24.253.225#美国-阿什本 253ms
104.25.7.38#美国-阿什本 215ms
104.25.9.192#美国-阿什本 210ms
104.25.8.99#美国-阿什本 210ms
104.25.14.29#美国-阿什本 198ms
104.25.18.27#美国-阿什本 199ms
104.25.24.45#美国-阿什本 193ms
104.25.12.221#美国-阿什本 202ms
104.25.21.169#美国-阿什本 205ms
104.25.15.213#美国-阿什本 207ms
104.25.26.99#美国-阿什本 201ms
104.25.31.63#美国-阿什本 199ms
104.25.33.13#美国-阿什本 197ms
104.25.28.69#美国-阿什本 203ms
104.25.20.183#美国-阿什本 218ms
104.25.29.120#美国-阿什本 206ms
104.25.10.112#美国-阿什本 218ms
104.25.32.145#美国-阿什本 206ms
104.25.11.104#美国-阿什本 207ms
104.25.49.237#美国-阿什本 200ms
104.25.16.7#美国-阿什本 235ms
104.25.34.118#美国-阿什本 204ms
104.25.37.163#美国-阿什本 204ms
104.25.46.62#美国-阿什本 207ms
104.25.44.154#美国-阿什本 208ms
104.25.41.190#美国-阿什本 211ms
104.25.40.16#美国-阿什本 229ms
104.25.35.35#美国-阿什本 218ms
104.25.55.36#美国-阿什本 205ms
104.25.17.28#美国-阿什本 247ms
104.25.48.131#美国-阿什本 222ms
104.25.45.208#美国-阿什本 230ms
104.25.38.0#美国-阿什本 230ms
104.25.42.114#美国-阿什本 247ms
104.25.47.41#美国-阿什本 222ms
104.25.30.122#美国-阿什本 241ms
104.25.43.184#美国-阿什本 230ms
104.25.62.132#美国-阿什本 211ms
104.25.57.182#美国-阿什本 217ms
104.25.51.250#美国-阿什本 226ms
104.25.59.9#美国-阿什本 211ms
104.25.66.133#美国-阿什本 211ms
104.25.54.223#美国-阿什本 230ms
104.25.50.28#美国-阿什本 230ms
104.25.36.7#美国-阿什本 256ms
104.25.71.245#美国-阿什本 206ms
104.25.72.249#美国-阿什本 205ms
104.25.75.127#美国-阿什本 205ms
104.25.60.111#美国-阿什本 217ms
104.25.64.140#美国-阿什本 214ms
104.25.80.253#美国-阿什本 206ms
104.25.82.130#美国-阿什本 201ms
104.25.68.202#美国-阿什本 235ms
104.25.76.8#美国-阿什本 231ms
104.25.77.0#美国-阿什本 231ms
104.25.52.31#美国-阿什本 260ms
104.25.81.209#美国-阿什本 220ms
104.25.70.236#美国-阿什本 234ms
104.25.58.98#美国-阿什本 244ms
104.25.79.200#美国-阿什本 223ms
104.25.63.81#美国-阿什本 264ms
104.25.83.5#美国-阿什本 215ms
104.25.78.201#美国-阿什本 237ms
104.25.85.248#美国-阿什本 211ms
104.25.84.70#美国-阿什本 236ms
104.25.92.3#美国-阿什本 214ms
104.25.88.96#美国-阿什本 233ms
104.25.93.40#美国-阿什本 197ms
104.25.91.230#美国-阿什本 227ms
104.25.90.75#美国-阿什本 232ms
104.25.89.44#美国-阿什本 255ms
104.25.98.30#美国-阿什本 234ms
104.25.95.64#美国-阿什本 222ms
104.25.103.72#美国-阿什本 198ms
104.25.99.59#美国-阿什本 230ms
104.25.102.165#美国-阿什本 206ms
104.25.107.33#美国-阿什本 196ms
104.25.97.91#美国-阿什本 253ms
104.25.106.64#美国-阿什本 202ms
104.25.96.95#美国-阿什本 255ms
104.25.108.73#美国-阿什本 215ms
104.25.115.4#美国-阿什本 204ms
104.25.112.38#美国-阿什本 211ms
104.25.113.155#美国-阿什本 205ms
104.25.104.245#美国-阿什本 235ms
104.25.118.163#美国-阿什本 201ms
104.25.111.214#美国-阿什本 211ms
104.25.114.150#美国-阿什本 206ms
104.25.109.6#美国-阿什本 224ms
104.25.110.158#美国-阿什本 218ms
104.25.127.89#美国-阿什本 202ms
104.25.123.91#美国-阿什本 212ms
104.25.125.180#美国-阿什本 212ms
104.25.119.77#美国-阿什本 226ms
104.25.117.122#美国-阿什本 229ms
104.25.135.140#美国-阿什本 205ms
104.25.132.34#美国-阿什本 213ms
104.25.120.238#美国-阿什本 228ms
104.25.139.81#美国-阿什本 204ms
104.25.121.171#美国-阿什本 227ms
104.25.136.23#美国-阿什本 214ms
104.25.140.148#美国-阿什本 206ms
104.25.134.69#美国-阿什本 214ms
104.25.137.180#美国-阿什本 218ms
104.25.126.161#美国-阿什本 240ms
104.25.141.253#美国-阿什本 212ms
104.25.145.232#美国-阿什本 212ms
104.25.128.47#美国-阿什本 241ms
104.25.146.121#美国-阿什本 212ms
104.25.155.82#美国-阿什本 208ms
104.25.153.102#美国-阿什本 208ms
104.25.150.42#美国-阿什本 218ms
104.25.147.251#美国-阿什本 227ms
104.25.149.40#美国-阿什本 208ms
104.25.148.177#美国-阿什本 226ms
104.25.159.102#美国-阿什本 220ms
104.25.168.134#美国-阿什本 198ms
104.25.124.249#美国-阿什本 256ms
104.25.163.173#美国-阿什本 219ms
104.25.167.165#美国-阿什本 219ms
104.25.133.65#美国-阿什本 240ms
104.25.152.206#美国-阿什本 237ms
104.25.176.85#美国-阿什本 199ms
104.25.151.230#美国-阿什本 237ms
104.25.158.241#美国-阿什本 232ms
104.25.160.91#美国-阿什本 225ms
104.25.164.202#美国-阿什本 224ms
104.25.161.34#美国-阿什本 225ms
104.25.181.167#美国-阿什本 192ms
104.25.157.228#美国-阿什本 233ms
104.25.175.85#美国-阿什本 209ms
104.25.169.134#美国-阿什本 236ms
104.25.165.36#美国-阿什本 239ms
104.25.177.57#美国-阿什本 227ms
104.25.185.80#美国-阿什本 202ms
104.25.179.116#美国-阿什本 219ms
104.25.184.25#美国-阿什本 209ms
104.25.166.50#美国-阿什本 254ms
104.25.178.39#美国-阿什本 236ms
104.25.183.178#美国-阿什本 222ms
104.25.180.141#美国-阿什本 235ms
104.25.173.38#美国-阿什本 251ms
104.25.174.196#美国-阿什本 246ms
104.25.182.84#美国-阿什本 231ms
104.25.186.61#美国-阿什本 233ms
104.25.187.219#美国-阿什本 210ms
104.25.188.171#美国-阿什本 205ms
104.25.142.3#美国-阿什本 298ms
104.25.191.135#美国-阿什本 215ms
104.25.190.179#美国-阿什本 224ms
104.25.192.59#美国-阿什本 211ms
104.25.189.235#美国-阿什本 225ms
104.25.199.105#美国-阿什本 203ms
104.25.193.195#美国-阿什本 229ms
104.25.195.52#美国-阿什本 221ms
104.25.198.78#美国-阿什本 221ms
104.25.200.23#美国-阿什本 215ms
104.25.202.26#美国-阿什本 213ms
104.25.196.39#美国-阿什本 221ms
104.25.203.26#美国-阿什本 215ms
104.25.194.36#美国-阿什本 235ms
104.25.197.178#美国-阿什本 236ms
104.25.205.1#美国-阿什本 201ms
104.25.204.102#美国-阿什本 226ms
104.25.208.4#美国-阿什本 205ms
104.25.201.18#美国-阿什本 241ms
104.25.210.159#美国-阿什本 209ms
104.25.213.225#美国-阿什本 216ms
104.25.212.242#美国-阿什本 218ms
104.25.211.227#美国-阿什本 226ms
104.25.206.38#美国-阿什本 234ms
104.25.218.240#美国-阿什本 212ms
104.25.207.83#美国-阿什本 236ms
104.25.219.117#美国-阿什本 204ms
104.25.215.131#美国-阿什本 225ms
104.25.216.205#美国-阿什本 219ms
104.25.233.215#美国-阿什本 200ms
104.25.217.192#美国-阿什本 220ms
104.25.220.26#美国-阿什本 254ms
104.25.238.227#美国-阿什本 195ms
104.25.231.222#美国-阿什本 209ms
104.25.229.71#美国-阿什本 213ms
104.25.235.24#美国-阿什本 216ms
104.25.234.241#美国-阿什本 216ms
104.25.223.251#美国-阿什本 227ms
104.25.248.62#美国-阿什本 199ms
104.25.244.13#美国-阿什本 203ms
104.25.240.24#美国-阿什本 212ms
104.25.241.16#美国-阿什本 212ms
104.25.255.229#美国-阿什本 196ms
104.25.242.91#美国-阿什本 212ms
104.25.232.95#美国-阿什本 226ms
104.25.230.151#美国-阿什本 226ms
104.25.236.46#美国-阿什本 230ms
104.25.228.9#美国-阿什本 239ms
104.25.251.38#美国-阿什本 205ms
104.25.246.174#美国-阿什本 207ms
104.26.7.0#美国-阿什本 196ms
104.25.254.168#美国-阿什本 218ms
104.25.250.156#美国-阿什本 218ms
104.26.0.170#美国-阿什本 213ms
104.26.3.215#美国-阿什本 204ms
104.26.11.229#美国-阿什本 208ms
104.25.249.8#美国-阿什本 227ms
104.26.9.238#美国-阿什本 209ms
104.26.2.105#美国-阿什本 223ms
104.26.8.255#美国-阿什本 209ms
104.26.10.81#美国-阿什本 214ms
104.26.12.164#美国-阿什本 216ms
104.26.14.144#美国-阿什本 204ms
104.26.4.225#美国-阿什本 230ms
104.26.13.161#美国-阿什本 217ms
104.26.5.197#美国-阿什本 230ms
104.26.6.21#美国-阿什本 231ms
104.26.1.216#美国-阿什本 247ms
104.25.245.234#美国-阿什本 271ms
104.25.224.133#美国-阿什本 213ms
104.25.226.91#美国-阿什本 204ms
104.27.1.25#美国-阿什本 214ms
104.27.7.132#美国-阿什本 214ms
104.27.13.69#美国-阿什本 202ms
104.27.6.98#美国-阿什本 214ms
104.27.0.244#美国-阿什本 228ms
104.27.15.1#美国-阿什本 199ms
104.27.8.246#美国-阿什本 220ms
104.27.4.92#美国-阿什本 220ms
104.27.3.149#美国-阿什本 220ms
104.27.17.40#美国-阿什本 204ms
104.27.5.104#美国-阿什本 242ms
104.27.2.227#美国-阿什本 241ms
104.27.14.42#美国-阿什本 216ms
104.27.20.249#美国-阿什本 204ms
104.27.25.229#美国-阿什本 202ms
104.27.10.39#美国-阿什本 242ms
104.27.30.77#美国-阿什本 202ms
104.27.9.37#美国-阿什本 242ms
104.27.11.149#美国-阿什本 242ms
104.27.18.216#美国-阿什本 229ms
104.27.43.207#美国-阿什本 201ms
104.27.33.111#美国-阿什本 214ms
104.27.39.19#美国-阿什本 203ms
104.27.44.100#美国-阿什本 203ms
104.27.24.240#美国-阿什本 202ms
104.27.42.77#美国-阿什本 203ms
104.27.34.118#美国-阿什本 214ms
104.27.32.153#美国-阿什本 215ms
104.27.36.251#美国-阿什本 205ms
104.27.19.102#美国-阿什本 216ms
104.27.31.153#美国-阿什本 217ms
104.27.21.208#美国-阿什本 218ms
104.27.22.6#美国-阿什本 221ms
104.27.26.57#美国-阿什本 222ms
104.27.50.105#美国-阿什本 195ms
104.27.48.53#美国-阿什本 205ms
104.27.41.6#美国-阿什本 224ms
104.27.45.165#美国-阿什本 223ms
104.27.37.254#美国-阿什本 224ms
104.27.38.57#美国-阿什本 224ms
